A♣2♣3♣    !
A♣2♣4♣    !!
A♣2♣5♣    """"
A♣2♣6♣    #
A♣2♣A♦    ##
A♣2♣2♦    $
A♣2♣3♦    $$
A♣2♣4♦    %
A♣2♣5♦    %%
A♣2♣6♦    &
A♣2♣A♥    (
A♣2♣2♥    ()
A♣2♣3♥    (c)
A♣2♣4♥    (r)
A♣2♣5♥    (tm)
A♣2♣6♥    )
A♣2♣A♠    *
A♣2♣2♠    **
A♣2♣3♠    +
2♠3♠4♠    st
2♠3♠5♠    stab
2♠3♠6♠    stable
2♠4♠A♣    stabs
2♠4♠2♣    stack
2♠4♠3♣    stacks
2♠4♠4♣    stacy
2♠4♠5♣    stadium
2♠4♠6♣    staff
2♠4♠A♦    stag
2♠4♠2♦    stage
2♠4♠3♦    stages
2♠4♠4♦    stags
2♠4♠5♦    stain
2♠4♠6♦    stained
2♠4♠A♥    stains
2♠4♠2♥    stair
2♠4♠3♥    stairs
2♠4♠4♥    stake
2♠4♠5♥    stale
2♠4♠6♥    stalk
2♠4♠A♠    stalks
2♠4♠3♠    stall
2♠4♠5♠    stalls
2♠4♠6♠    stamina
2♠5♠A♣    stamp
2♠5♠2♣    stamps
2♠5♠3♣    stan
2♠5♠4♣    stance
2♠5♠5♣    stand
2♠5♠6♣    stands
2♠5♠A♦    stank
2♠5♠2♦    stanza
2♠5♠3♦    stanzas
2♠5♠4♦    staple
2♠5♠5♦    staples
2♠5♠6♦    star
2♠5♠A♥    starch
2♠5♠2♥    starchy
2♠5♠3♥    stardom
2♠5♠4♥    stare
2♠5♠5♥    stark
2♠5♠6♥    starlet
2♠5♠A♠    starlit
2♠5♠3♠    starr
2♠5♠4♠    stars
2♠5♠6♠    start
2♠6♠A♣    starter
2♠6♠2♣    starts
2♠6♠3♣    startup
2♠6♠4♣    stash
2♠6♠5♣    stashes
2♠6♠6♣    stat
2♠6♠A♦    state
2♠6♠2♦    states
2♠6♠3♦    static
2♠6♠4♦    stats
2♠6♠5♦    statue
2♠6♠6♦    statues
2♠6♠A♥    stature
2♠6♠2♥    status
2♠6♠3♥    statute
2♠6♠4♥    stay
2♠6♠5♥    stays
2♠6♠6♥    steady
2♠6♠A♠    steak
2♠6♠3♠    steaks
2♠6♠4♠    steal
2♠6♠5♠    steam
3♠A♣2♣    steamy
3♠A♣3♣    steed
3♠A♣4♣    steel
3♠A♣5♣    steep
3♠A♣6♣    steeple
3♠A♣A♦    steer
3♠A♣2♦    stein
3♠A♣3♦    stella
3♠A♣4♦    stem
3♠A♣5♦    stems
3♠A♣6♦    stench
3♠A♣A♥    stencil
3♠A♣2♥    step
3♠A♣3♥    steps
3♠A♣4♥    stereo
3♠A♣5♥    sterile
3♠A♣6♥    stern
3♠A♣A♠    sternum
3♠A♣2♠    steroid
3♠A♣4♠    steve
3♠A♣5♠    stew
3♠A♣6♠    steward
3♠2♣A♣    stews
3♠2♣3♣    stick
3♠2♣4♣    sticks
3♠2♣5♣    sticky
3♠2♣6♣    stiff
3♠2♣A♦    stigma
3♠2♣2♦    still
3♠2♣3♦    stilt
3♠2♣4♦    stilts
3♠2♣5♦    stimuli
3♠2♣6♦    sting
3♠2♣A♥    stinger
3♠2♣2♥    stings
3♠2♣3♥    stingy
3♠2♣4♥    stink
3♠2♣5♥    stinky
3♠2♣6♥    stint
3♠2♣A♠    stipend
3♠2♣2♠    stir
3♠2♣4♠    stirs
3♠2♣5♠    stitch
3♠2♣6♠    stock
3♠3♣A♣    stocks
3♠3♣2♣    stocky
3♠3♣4♣    stoic
3♠3♣5♣    stoke
3♠3♣6♣    stole
3♠3♣A♦    stomach
3♠3♣2♦    stomp
3♠3♣3♦    stone
3♠3♣4♦    stoner
3♠3♣5♦    stones
3♠3♣6♦    stony
3♠3♣A♥    stood
3♠3♣2♥    stooge
3♠3♣3♥    stool
3♠3♣4♥    stools
3♠3♣5♥    stoop
3♠3♣6♥    stoops
3♠3♣A♠    stop
3♠3♣2♠    stopper
3♠3♣4♠    stops
3♠3♣5♠    storage
3♠3♣6♠    store
3♠4♣A♣    stores
3♠4♣2♣    stories
3♠4♣3♣    stork
3♠4♣5♣    storks
3♠4♣6♣    storm
3♠4♣A♦    storms
3♠4♣2♦    stormy
3♠4♣3♦    story
3♠4♣4♦    stout
3♠4♣5♦    stove
3♠4♣6♦    stoves
3♠4♣A♥    stow
3♠4♣2♥    strafe
3♠4♣3♥    strain
3♠4♣4♥    strains
3♠4♣5♥    strand
3♠4♣6♥    strands
3♠4♣A♠    strange
3♠4♣2♠    strap
3♠4♣4♠    straps
3♠4♣5♠    stratus
3♠4♣6♠    straw
3♠5♣A♣    stray
3♠5♣2♣    strays
3♠5♣3♣    streak
3♠5♣4♣    streaks
3♠5♣6♣    stream
3♠5♣A♦    streams
3♠5♣2♦    street
3♠5♣3♦    streets
3♠5♣4♦    strep
3♠5♣5♦    stress
3♠5♣6♦    stretch
3♠5♣A♥    strict
3♠5♣2♥    stride
3♠5♣3♥    strides
3♠5♣4♥    strife
3♠5♣5♥    strike
3♠5♣6♥    string
3♠5♣A♠    strings
3♠5♣2♠    strip
3♠5♣4♠    stripe
3♠5♣5♠    stripes
3♠5♣6♠    strips
3♠6♣A♣    strobe
3♠6♣2♣    strobes
3♠6♣3♣    stroke
3♠6♣4♣    strokes
3♠6♣5♣    stroll
3♠6♣A♦    strolls
3♠6♣2♦    strong
3♠6♣3♦    strudel
3♠6♣4♦    strum
3♠6♣5♦    strut
3♠6♣6♦    stu
3♠6♣A♥    stuart
3♠6♣2♥    stub
3♠6♣3♥    stubble
3♠6♣4♥    stucco
3♠6♣5♥    stuck
3♠6♣6♥    stud
3♠6♣A♠    student
3♠6♣2♠    studies
3♠6♣4♠    studio
3♠6♣5♠    studios
3♠6♣6♠    studs
3♠A♦A♣    study
3♠A♦2♣    stuff
3♠A♦3♣    stuffy
3♠A♦4♣    stump
3♠A♦5♣    stumps
3♠A♦6♣    stun
3♠A♦2♦    stung
3♠A♦3♦    stunk
3♠A♦4♦    stunned
3♠A♦5♦    stunner
3♠A♦6♦    stuns
3♠A♦A♥    stunt
3♠A♦2♥    stunts
3♠A♦3♥    stupid
3♠A♦4♥    stupor
3♠A♦5♥    sturdy
3♠A♦6♥    sty
3♠A♦A♠    style
3♠A♦2♠    styles
3♠A♦4♠    stylish
3♠A♦5♠    stylist
3♠A♦6♠    stylus
3♠2♦A♣    styx
3♠2♦2♣    su
3♠2♦3♣    suave
3♠2♦4♣    sub
3♠2♦5♣    subdued
3♠2♦6♣    subject
3♠2♦A♦    sublime
3♠2♦3♦    subpar
3♠2♦4♦    subplot
3♠2♦5♦    subs
3♠2♦6♦    subset
3♠2♦A♥    subsidy
3♠2♦2♥    subtext
3♠2♦3♥    subtle
3♠2♦4♥    subtype
3♠2♦5♥    suburb
3♠2♦6♥    subway
3♠2♦A♠    such
3♠2♦2♠    suck
3♠2♦4♠    sucker
3♠2♦5♠    sucks
3♠2♦6♠    suction
3♠3♦A♣    sudden
3♠3♦2♣    suds
3♠3♦3♣    sudsy
3♠3♦4♣    sue
3♠3♦5♣    sued
3♠3♦6♣    suede
3♠3♦A♦    sues
3♠3♦2♦    suet
3♠3♦4♦    suey
3♠3♦5♦    suffix
3♠3♦6♦    sugar
3♠3♦A♥    sugars
3♠3♦2♥    sugary
3♠3♦3♥    suit
3♠3♦4♥    suite
3♠3♦5♥    suitor
3♠3♦6♥    suits
3♠3♦A♠    sulfate
3♠3♦2♠    sulfide
3♠3♦4♠    sulfite
3♠3♦5♠    sulfur
3♠3♦6♠    sulk
3♠4♦A♣    sulks
3♠4♦2♣    sulky
3♠4♦3♣    sullen
3♠4♦4♣    sultan
3♠4♦5♣    sultry
3♠4♦6♣    sum
3♠4♦A♦    sumac
3♠4♦2♦    summer
3♠4♦3♦    summon
3♠4♦5♦    sumo
3♠4♦6♦    sums
3♠4♦A♥    sun
3♠4♦2♥    sundae
3♠4♦3♥    sundial
3♠4♦4♥    sung
3♠4♦5♥    sunk
3♠4♦6♥    sunken
3♠4♦A♠    sunny
3♠4♦2♠    sunroof
3♠4♦4♠    suns
3♠4♦5♠    sunset
3♠4♦6♠    suntan
3♠5♦A♣    sunup
3♠5♦2♣    sup
3♠5♦3♣    super
3♠5♦4♣    superb
3♠5♦5♣    supper
3♠5♦6♣    supply
3♠5♦A♦    support
3♠5♦2♦    supreme
3♠5♦3♦    supt
3♠5♦4♦    sure
3♠5♦6♦    surf
3♠5♦A♥    surface
3♠5♦2♥    surfer
3♠5♦3♥    surge
3♠5♦4♥    surgery
3♠5♦5♥    surly
3♠5♦6♥    surname
3♠5♦A♠    surplus
3♠5♦2♠    survey
3♠5♦4♠    susan
3♠5♦5♠    sushi
3♠5♦6♠    susie
3♠6♦A♣    suspect
3♠6♦2♣    sutton
3♠6♦3♣    suzy
3♠6♦4♣    sv
3♠6♦5♣    sven
3♠6♦6♣    sw
3♠6♦A♦    swab
3♠6♦2♦    swag
3♠6♦3♦    swagger
3♠6♦4♦    swam
3♠6♦5♦    swami
3♠6♦A♥    swamp
3♠6♦2♥    swamps
3♠6♦3♥    swampy
3♠6♦4♥    swan
3♠6♦5♥    swank
3♠6♦6♥    swanky
3♠6♦A♠    swans
3♠6♦2♠    swap
3♠6♦4♠    swaps
3♠6♦5♠    swarm
3♠6♦6♠    swarms
3♠A♥A♣    swat
3♠A♥2♣    swath
3♠A♥3♣    swats
3♠A♥4♣    sway
3♠A♥5♣    sways
3♠A♥6♣    swear
3♠A♥A♦    sweat
3♠A♥2♦    sweater
3♠A♥3♦    sweats
3♠A♥4♦    sweaty
3♠A♥5♦    swede
3♠A♥6♦    sweep
3♠A♥2♥    sweet
3♠A♥3♥    sweets
3♠A♥4♥    swell
3♠A♥5♥    swept
3♠A♥6♥    swift
3♠A♥A♠    swig
3♠A♥2♠    swigs
3♠A♥4♠    swill
3♠A♥5♠    swim
3♠A♥6♠    swimmer
3♠2♥A♣    swims
3♠2♥2♣    swine
3♠2♥3♣    swing
3♠2♥4♣    swinger
3♠2♥5♣    swings
3♠2♥6♣    swipe
3♠2♥A♦    swirl
3♠2♥2♦    swirls
3♠2♥3♦    swish
3♠2♥4♦    swiss
3♠2♥5♦    switch
3♠2♥6♦    swivel
3♠2♥A♥    swollen
3♠2♥3♥    swoop
3♠2♥4♥    sword
3♠2♥5♥    swords
3♠2♥6♥    swore
3♠2♥A♠    sworn
3♠2♥2♠    swum
3♠2♥4♠    swung
3♠2♥5♠    sx
3♠2♥6♠    sy
3♠3♥A♣    sybil
3♠3♥2♣    symbol
3♠3♥3♣    symbols
3♠3♥4♣    symptom
3♠3♥5♣    synapse
3♠3♥6♣    synergy
3♠3♥A♦    syntax
3♠3♥2♦    syrup
3♠3♥3♦    system
3♠3♥4♦    systems
3♠3♥5♦    sz
3♠3♥6♦    t
3♠3♥A♥    t&a
3♠3♥2♥    t's
3♠3♥4♥    ta
3♠3♥5♥    tab
3♠3♥6♥    tabasco
3♠3♥A♠    table
3♠3♥2♠    tables
3♠3♥4♠    tablet
3♠3♥5♠    tabloid
3♠3♥6♠    taboo
3♠4♥A♣    taboos
3♠4♥2♣    tabs
3♠4♥3♣    tabu
3♠4♥4♣    tack
3♠4♥5♣    tacking
3♠4♥6♣    tackle
3♠4♥A♦    tacks
3♠4♥2♦    tacky
3♠4♥3♦    taco
3♠4♥4♦    tacos
3♠4♥5♦    tact
3♠4♥6♦    tactic
3♠4♥A♥    tactics
3♠4♥2♥    tad
3♠4♥3♥    tadpole
3♠4♥5♥    taffy
3♠4♥6♥    taft
3♠4♥A♠    tag
3♠4♥2♠    tags
3♠4♥4♠    tail
3♠4♥5♠    tailor
3♠4♥6♠    tails
3♠5♥A♣    taint
3♠5♥2♣    tainted
3♠5♥3♣    take
3♠5♥4♣    taken
3♠5♥5♣    takes
3♠5♥6♣    talc
3♠5♥A♦    talcum
3♠5♥2♦    tale
3♠5♥3♦    talent
3♠5♥4♦    tales
3♠5♥5♦    talk
3♠5♥6♦    talker
3♠5♥A♥    talks
3♠5♥2♥    tall
3♠5♥3♥    taller
3♠5♥4♥    tallow
3♠5♥6♥    tally
3♠5♥A♠    talon
3♠5♥2♠    talons
3♠5♥4♠    tamale
3♠5♥5♠    tame
3♠5♥6♠    tamer
3♠6♥A♣    tamper
3♠6♥2♣    tampon
3♠6♥3♣    tampons
3♠6♥4♣    tan
3♠6♥5♣    tang
3♠6♥6♣    tangle
3♠6♥A♦    tangled
3♠6♥2♦    tango
3♠6♥3♦    tangy
3♠6♥4♦    tank
3♠6♥5♦    tankard
3♠6♥6♦    tanks
3♠6♥A♥    tannery
3♠6♥2♥    tans
3♠6♥3♥    tantrum
3♠6♥4♥    tanya
3♠6♥5♥    tao
3♠6♥A♠    tap
3♠6♥2♠    tape
3♠6♥4♠    taped
3♠6♥5♠    taper
3♠6♥6♠    tapered
3♠A♠A♣    tapes
3♠A♠2♣    tapioca
3♠A♠3♣    tapping
3♠A♠4♣    taproot
3♠A♠5♣    taps
3♠A♠6♣    tar
3♠A♠A♦    tardy
3♠A♠2♦    target
3♠A♠3♦    tarmac
3♠A♠4♦    tarn
3♠A♠5♦    tarot
3♠A♠6♦    tarp
3♠A♠A♥    tarps
3♠A♠2♥    tarry
3♠A♠3♥    tars
3♠A♠4♥    tart
3♠A♠5♥    tartar
3♠A♠6♥    tarts
3♠A♠2♠    task
3♠A♠4♠    tasks
3♠A♠5♠    tassel
3♠A♠6♠    taste
3♠2♠A♣    tasty
3♠2♠2♣    tate
3♠2♠3♣    tater
3♠2♠4♣    tattle
3♠2♠5♣    tattoo
3♠2♠6♣    tau
3♠2♠A♦    taunt
3♠2♠2♦    taut
3♠2♠3♦    tavern
3♠2♠4♦    tax
3♠2♠5♦    taxable
3♠2♠6♦    taxes
3♠2♠A♥    taxi
3♠2♠2♥    taxis
3♠2♠3♥    tb
3♠2♠4♥    tba
3♠2♠5♥    tbsp
3♠2♠6♥    tc
3♠2♠A♠    td
3♠2♠4♠    te
3♠2♠5♠    tea
3♠2♠6♠    teabag
3♠4♠A♣    teach
3♠4♠2♣    teacher
3♠4♠3♣    teacup
3♠4♠4♣    teak
3♠4♠5♣    teal
3♠4♠6♣    team
3♠4♠A♦    teams
3♠4♠2♦    teapot
3♠4♠3♦    teapots
3♠4♠4♦    tear
3♠4♠5♦    teargas
3♠4♠6♦    tears
3♠4♠A♥    teas
3♠4♠2♥    tease
3♠4♠3♥    teat
3♠4♠4♥    tech
3♠4♠5♥    ted
3♠4♠6♥    teddy
3♠4♠A♠    tedious
3♠4♠2♠    tedium
3♠4♠5♠    tee
3♠4♠6♠    teen
3♠5♠A♣    teens
3♠5♠2♣    teepee
3♠5♠3♣    tees
3♠5♠4♣    teeth
3♠5♠5♣    tell
3♠5♠6♣    tells
3♠5♠A♦    temp
3♠5♠2♦    temper
3♠5♠3♦    temple
3♠5♠4♦    tempo
3♠5♠5♦    temps
3♠5♠6♦    tempt
3♠5♠A♥    ten
3♠5♠2♥    tenant
3♠5♠3♥    tend
3♠5♠4♥    tender
3♠5♠5♥    tendon
3♠5♠6♥    tends
3♠5♠A♠    tennis
3♠5♠2♠    tenor
3♠5♠4♠    tens
3♠5♠6♠    tense
3♠6♠A♣    tent
3♠6♠2♣    tenth
3♠6♠3♣    tents
3♠6♠4♣    tenure
3♠6♠5♣    tepid
3♠6♠6♣    term
3♠6♠A♦    termite
3♠6♠2♦    terms
3♠6♠3♦    tern
3♠6♠4♦    terra
3♠6♠5♦    terror
3♠6♠6♦    terry
3♠6♠A♥    terse
3♠6♠2♥    test
3♠6♠3♥    tested
3♠6♠4♥    tests
3♠6♠5♥    testy
3♠6♠6♥    tether
3♠6♠A♠    tex
3♠6♠2♠    texan
3♠6♠4♠    texas
3♠6♠5♠    text
4♠A♣2♣    texts
4♠A♣3♣    tf
4♠A♣4♣    tg
4♠A♣5♣    tgif
4♠A♣6♣    th
4♠A♣A♦    thai
4♠A♣2♦    than
4♠A♣3♦    thank
4♠A♣4♦    thanks
4♠A♣5♦    that
4♠A♣6♦    thatch
4♠A♣A♥    thaw
4♠A♣2♥    thaws
4♠A♣3♥    the
4♠A♣4♥    theater
4♠A♣5♥    theft
4♠A♣6♥    their
4♠A♣A♠    theism
4♠A♣2♠    theist
4♠A♣3♠    them
4♠A♣5♠    theme
4♠A♣6♠    then
4♠2♣A♣    theory
4♠2♣3♣    there
4♠2♣4♣    thermos
4♠2♣5♣    these
4♠2♣6♣    thesis
4♠2♣A♦    theta
4♠2♣2♦    they
4♠2♣3♦    thick
4♠2♣4♦    thicket
4♠2♣5♦    thief
4♠2♣6♦    thigh
4♠2♣A♥    thighs
4♠2♣2♥    thimble
4♠2♣3♥    thin
4♠2♣4♥    thing
4♠2♣5♥    things
4♠2♣6♥    think
4♠2♣A♠    thinker
4♠2♣2♠    thinner
4♠2♣3♠    thins
4♠2♣5♠    third
4♠2♣6♠    thirst
4♠3♣A♣    thirsty
4♠3♣2♣    this
4♠3♣4♣    thistle
4♠3♣5♣    tho
4♠3♣6♣    thong
4♠3♣A♦    thongs
4♠3♣2♦    thor
4♠3♣3♦    thorn
4♠3♣4♦    thorns
4♠3♣5♦    thorny
4♠3♣6♦    those
4♠3♣A♥    thought
4♠3♣2♥    thrall
4♠3♣3♥    thread
4♠3♣4♥    threads
4♠3♣5♥    threat
4♠3♣6♥    threats
4♠3♣A♠    three
4♠3♣2♠    threw
4♠3♣3♠    thrift
4♠3♣5♠    thrifty
4♠3♣6♠    thrill
4♠4♣A♣    thrills
4♠4♣2♣    throat
4♠4♣3♣    throats
4♠4♣5♣    throb
4♠4♣6♣    throne
4♠4♣A♦    thrones
4♠4♣2♦    throng
4♠4♣3♦    throngs
4♠4♣4♦    throw
4♠4♣5♦    thrower
4♠4♣6♦    throws
4♠4♣A♥    thru
4♠4♣2♥    thrush
4♠4♣3♥    thrust
4♠4♣4♥    thrusts
4♠4♣5♥    thu
4♠4♣6♥    thud
4♠4♣A♠    thuds
4♠4♣2♠    thug
4♠4♣3♠    thugs
4♠4♣5♠    thumb
4♠4♣6♠    thumbs
4♠5♣A♣    thump
4♠5♣2♣    thumps
4♠5♣3♣    thunder
4♠5♣4♣    thur
4♠5♣6♣    thus
4♠5♣A♦    thyme
4♠5♣2♦    ti
4♠5♣3♦    tiara
4♠5♣4♦    tiaras
4♠5♣5♦    tibet
4♠5♣6♦    tibia
4♠5♣A♥    tic
4♠5♣2♥    tick
4♠5♣3♥    ticket
4♠5♣4♥    tickle
4♠5♣5♥    ticks
4♠5♣6♥    tics
4♠5♣A♠    tidal
4♠5♣2♠    tidbit
4♠5♣3♠    tide
4♠5♣5♠    tides
4♠5♣6♠    tidings
4♠6♣A♣    tidy
4♠6♣2♣    tie
4♠6♣3♣    tied
4♠6♣4♣    tier
4♠6♣5♣    tiers
4♠6♣A♦    ties
4♠6♣2♦    tiff
4♠6♣3♦    tiger
4♠6♣4♦    tigers
4♠6♣5♦    tight
4♠6♣6♦    tights
4♠6♣A♥    tilde
4♠6♣2♥    tile
4♠6♣3♥    tiled
4♠6♣4♥    tiles
4♠6♣5♥    tiling
4♠6♣6♥    till
4♠6♣A♠    tilt
4♠6♣2♠    tim
4♠6♣3♠    timber
4♠6♣5♠    time
4♠6♣6♠    timer
4♠A♦A♣    times
4♠A♦2♣    timex
4♠A♦3♣    timid
4♠A♦4♣    timing
4♠A♦5♣    timothy
4♠A♦6♣    tin
4♠A♦2♦    tina
4♠A♦3♦    tine
4♠A♦4♦    tines
4♠A♦5♦    tinfoil
4♠A♦6♦    tinge
4♠A♦A♥    tingle
4♠A♦2♥    tinker
4♠A♦3♥    tinkle
4♠A♦4♥    tinny
4♠A♦5♥    tinsel
4♠A♦6♥    tint
4♠A♦A♠    tinted
4♠A♦2♠    tiny
4♠A♦3♠    tip
4♠A♦5♠    tipoff
4♠A♦6♠    tipper
4♠2♦A♣    tips
4♠2♦2♣    tipsy
4♠2♦3♣    tirade
4♠2♦4♣    tire
4♠2♦5♣    tired
4♠2♦6♣    tires
4♠2♦A♦    tissue
4♠2♦3♦    tissues
4♠2♦4♦    titan
4♠2♦5♦    titans
4♠2♦6♦    titbit
4♠2♦A♥    title
4♠2♦2♥    tj
4♠2♦3♥    tk
4♠2♦4♥    tl
4♠2♦5♥    tlc
4♠2♦6♥    tm
4♠2♦A♠    tn
4♠2♦2♠    tnt
4♠2♦3♠    to
4♠2♦5♠    toad
4♠2♦6♠    toads
4♠3♦A♣    toast
4♠3♦2♣    toby
4♠3♦3♣    today
4♠3♦4♣    todd
4♠3♦5♣    toddy
4♠3♦6♣    toe
4♠3♦A♦    toes
4♠3♦2♦    toffee
4♠3♦4♦    tofu
4♠3♦5♦    toga
4♠3♦6♦    togas
4♠3♦A♥    toggle
4♠3♦2♥    togs
4♠3♦3♥    toil
4♠3♦4♥    toilet
4♠3♦5♥    toils
4♠3♦6♥    token
4♠3♦A♠    tokyo
4♠3♦2♠    told
4♠3♦3♠    toll
4♠3♦5♠    tolls
4♠3♦6♠    tom
4♠4♦A♣    tomato
4♠4♦2♣    tomb
4♠4♦3♣    tomboy
4♠4♦4♣    tombs
4♠4♦5♣    tomcat
4♠4♦6♣    tome
4♠4♦A♦    tomes
4♠4♦2♦    tommy
4♠4♦3♦    ton
4♠4♦5♦    tonal
4♠4♦6♦    tone
4♠4♦A♥    tones
4♠4♦2♥    tong
4♠4♦3♥    tongs
4♠4♦4♥    tongue
4♠4♦5♥    toni
4♠4♦6♥    tonic
4♠4♦A♠    tons
4♠4♦2♠    tonsil
4♠4♦3♠    tony
4♠4♦5♠    too
4♠4♦6♠    took
4♠5♦A♣    tool
4♠5♦2♣    toolbox
4♠5♦3♣    tools
4♠5♦4♣    toot
4♠5♦5♣    tooth
4♠5♦6♣    top
4♠5♦A♦    topaz
4♠5♦2♦    topic
4♠5♦3♦    topics
4♠5♦4♦    topple
4♠5♦6♦    tops
4♠5♦A♥    topsoil
4♠5♦2♥    topsy
4♠5♦3♥    torah
4♠5♦4♥    torch
4♠5♦5♥    torches
4♠5♦6♥    tore
4♠5♦A♠    torn
4♠5♦2♠    torque
4♠5♦3♠    torso
4♠5♦5♠    tort
4♠5♦6♠    tory
4♠6♦A♣    toss
4♠6♦2♣    tot
4♠6♦3♣    total
4♠6♦4♣    totals
4♠6♦5♣    tote
4♠6♦6♣    totem
4♠6♦A♦    totems
4♠6♦2♦    tots
4♠6♦3♦    toucan
4♠6♦4♦    touch
4♠6♦5♦    touchy
4♠6♦A♥    tough
4♠6♦2♥    tour
4♠6♦3♥    tourism
4♠6♦4♥    tourist
4♠6♦5♥    tours
4♠6♦6♥    tout
4♠6♦A♠    tow
4♠6♦2♠    towel
4♠6♦3♠    tower
4♠6♦5♠    town
4♠6♦6♠    towns
4♠A♥A♣    tows
4♠A♥2♣    toxic
4♠A♥3♣    toxin
4♠A♥4♣    toy
4♠A♥5♣    toys
4♠A♥6♣    tp
4♠A♥A♦    tq
4♠A♥2♦    tr
4♠A♥3♦    trace
4♠A♥4♦    tracer
4♠A♥5♦    traces
4♠A♥6♦    track
4♠A♥2♥    tract
4♠A♥3♥    tractor
4♠A♥4♥    tracy
4♠A♥5♥    trade
4♠A♥6♥    trader
4♠A♥A♠    trades
4♠A♥2♠    traffic
4♠A♥3♠    tragedy
4♠A♥5♠    tragic
4♠A♥6♠    trail
4♠2♥A♣    train
4♠2♥2♣    trained
4♠2♥3♣    trainee
4♠2♥4♣    trainer
4♠2♥5♣    trains
4♠2♥6♣    trait
4♠2♥A♦    traitor
4♠2♥2♦    traits
4♠2♥3♦    tram
4♠2♥4♦    tramp
4♠2♥5♦    tramps
4♠2♥6♦    trance
4♠2♥A♥    trances
4♠2♥3♥    trap
4♠2♥4♥    trapeze
4♠2♥5♥    trapper
4♠2♥6♥    traps
4♠2♥A♠    trash
4♠2♥2♠    trauma
4♠2♥3♠    traumas
4♠2♥5♠    travel
4♠2♥6♠    travels
4♠3♥A♣    tray
4♠3♥2♣    trays
4♠3♥3♣    tread
4♠3♥4♣    treason
4♠3♥5♣    treat
4♠3♥6♣    treats
4♠3♥A♦    treaty
4♠3♥2♦    treble
4♠3♥3♦    tree
4♠3♥4♦    trees
4♠3♥5♦    trek
4♠3♥6♦    tremor
4♠3♥A♥    trench
4♠3♥2♥    trend
4♠3♥4♥    trends
4♠3♥5♥    trendy
4♠3♥6♥    trial
4♠3♥A♠    trials
4♠3♥2♠    tribe
4♠3♥3♠    tribes
4♠3♥5♠    tribune
4♠3♥6♠    tribute
4♠4♥A♣    triceps
4♠4♥2♣    trick
4♠4♥3♣    trickle
4♠4♥4♣    tricks
4♠4♥5♣    tricky
4♠4♥6♣    trident
4♠4♥A♦    tried
4♠4♥2♦    tries
4♠4♥3♦    trifle
4♠4♥4♦    trifles
4♠4♥5♦    trig
4♠4♥6♦    trill
4♠4♥A♥    trilogy
4♠4♥2♥    trim
4♠4♥3♥    trimmer
4♠4♥5♥    trims
4♠4♥6♥    trinity
4♠4♥A♠    trinket
4♠4♥2♠    trio
4♠4♥3♠    trios
4♠4♥5♠    trip
4♠4♥6♠    tripe
4♠5♥A♣    tripod
4♠5♥2♣    tripods
4♠5♥3♣    trips
4♠5♥4♣    trite
4♠5♥5♣    triumph
4♠5♥6♣    trivia
4♠5♥A♦    trivial
4♠5♥2♦    troll
4♠5♥3♦    trolls
4♠5♥4♦    troop
4♠5♥5♦    troops
4♠5♥6♦    trophy
4♠5♥A♥    tropics
4♠5♥2♥    trot
4♠5♥3♥    trots
4♠5♥4♥    trouble
4♠5♥6♥    trough
4♠5♥A♠    troughs
4♠5♥2♠    troupe
4♠5♥3♠    trout
4♠5♥5♠    trowel
4♠5♥6♠    troy
4♠6♥A♣    truce
4♠6♥2♣    truck
4♠6♥3♣    trucker
4♠6♥4♣    trucks
4♠6♥5♣    trudge
4♠6♥6♣    trudy
4♠6♥A♦    true
4♠6♥2♦    truffle
4♠6♥3♦    truism
4♠6♥4♦    truly
4♠6♥5♦    trump
4♠6♥6♦    trumpet
4♠6♥A♥    trunk
4♠6♥2♥    trunks
4♠6♥3♥    truss
4♠6♥4♥    trust
4♠6♥5♥    trustee
4♠6♥A♠    trusts
4♠6♥2♠    trusty
4♠6♥3♠    truth
4♠6♥5♠    try
4♠6♥6♠    ts
4♠A♠A♣    tsar
4♠A♠2♣    tsp
4♠A♠3♣    tt
4♠A♠4♣    ttt
4♠A♠5♣    tttt
4♠A♠6♣    tu
4♠A♠A♦    tub
4♠A♠2♦    tuba
4♠A♠3♦    tubas
4♠A♠4♦    tube
4♠A♠5♦    tubes
4♠A♠6♦    tubs
4♠A♠A♥    tubular
4♠A♠2♥    tuck
4♠A♠3♥    tue
4♠A♠4♥    tues
4♠A♠5♥    tuft
4♠A♠6♥    tufts
4♠A♠2♠    tug
4♠A♠3♠    tugboat
4♠A♠5♠    tugs
4♠A♠6♠    tuition
4♠2♠A♣    tulip
4♠2♠2♣    tulips
4♠2♠3♣    tumble
4♠2♠4♣    tummy
4♠2♠5♣    tuna
4♠2♠6♣    tundra
4♠2♠A♦    tune
4♠2♠2♦    tuned
4♠2♠3♦    tunes
